filename|speaker|text|start_time|end_time|duration
wavs/DG_Speaker_3_i013_d004015.wav|3|And try and I'm gonna try and be much more, uh, profound and insightful than I ever have been|153480|157495|4.005
wavs/DG_Speaker_3_i014_d003665.wav|3|This is this is this is, uh, my chance where I realized that doing the interviewing is actually not|161965|165630|3.655
wavs/DG_Speaker_3_i015_d007475.wav|3|So I thought to begin at the beginning, how involved were you in the casting process and how much do I have to thank you for?|171140|178615|7.465
wavs/DG_Speaker_3_i016_d002170.wav|3|Um, but do you remember working with Chris or|178745|180915|2.16
wavs/DG_Speaker_3_i020_d006010.wav|3|Um, originally, what had happened was that David Hayman, the producer, um, knew my dad because my dad had been a literary agent.|200310|206320|6.0
wavs/DG_Speaker_3_i021_d002271.wav|3|Um, and my dad had worked with David's mum.|206790|209061|2.26
wavs/DG_Speaker_3_i022_d002970.wav|3|And so David sort of asked my dad if I would audition.|209385|212355|2.96
wavs/DG_Speaker_3_i023_d006280.wav|3|And the original deal was that we'd heard was going to be to do 6 films and it was gonna be done in America and it was all sort of, you|212345|218625|6.269
wavs/DG_Speaker_3_i024_d005195.wav|3|Well well, you know, well, thank well, obviously, maybe that's why it changed because you probably put your foot down at some point or they just went, I won't agree to that.|220970|226165|5.184
wavs/DG_Speaker_3_i025_d005996.wav|3|But, um, I'm not somebody who particularly believes in faith and destiny and all those things, but my parents do.|231035|237031|5.985
wavs/DG_Speaker_3_i026_d004990.wav|3|And so the final straw was the fact that I was I went to the theater to see a production of Stones in His Pockets.|237160|242150|4.98
wavs/DG_Speaker_3_i027_d005850.wav|3|And David Heyman and Steve Clovis, who adapted all but one of the books, um, happened to be sitting in the row in front.|242495|248345|5.84
wavs/DG_Speaker_3_i028_d003053.wav|3|And I was I was sat there for the whole time thinking, why is that man keeping|249135|252188|3.042
wavs/DG_Speaker_3_i029_d005245.wav|3|And my and I remember at the interval, my mum and my dad both looking kind of quite intense about something.|256940|262185|5.235
wavs/DG_Speaker_3_i030_d005851.wav|3|But, you know, when as a kid you're aware that you're being purposely kept out of the loop, you know, for your own good kind of thing.|262235|268086|5.84
wavs/DG_Speaker_3_i031_d005315.wav|3|And, uh, I remember we went up the stairs and out of the theater and then sort of hid behind a pillar.|268075|273390|5.305
wavs/DG_Speaker_3_i032_d005705.wav|3|I seem to remember that it's some absurd notion that David Amors, the Globes are gonna chase after us, you know, rap back.|273440|279145|5.695
wavs/DG_Speaker_3_i033_d005550.wav|3|And, um, then there was some debate as to whether we would go back in for the second half but I was really enjoying the day.|282895|288445|5.54
wavs/DG_Speaker_3_i034_d008145.wav|3|And so we went back in and then the next day they kind of my mom and dad sort of went, oh well maybe maybe it is God sort of trying to tell us something, you know.|288895|297040|8.135
wavs/DG_Speaker_3_i053_d008911.wav|3|Do you think that in a way, we've we've shot ourselves in the foot with things like that for then Emma's reveal in the 4th film when she comes down and says, and there is supposed to have been this transformation.|396474|405385|8.9
wavs/DG_Speaker_3_i054_d002330.wav|3|And because we're all looking going, well, she was already a beautiful girl.|406080|408410|2.32
wavs/DG_Speaker_3_i062_d009340.wav|3|But it was interesting you mentioned about that audition because I was given a copy of my audition where I was, um, there were I mean, it turns out because none neither me, Rupert, and Emma could remember this.|446040|455380|9.33
wavs/DG_Speaker_3_i063_d002250.wav|3|And I could hear Chris Columbus's voice off camera.|461130|463380|2.24
wavs/DG_Speaker_3_i064_d003791.wav|3|And I believe he called from the library now.|466534|470325|3.78
wavs/DG_Speaker_3_i065_d002365.wav|3|And I just remembered, God, he was brilliant.|472775|475140|2.355
wavs/DG_Speaker_3_i066_d002190.wav|3|He was amazing with us.|475750|477940|2.18
wavs/DG_Speaker_3_i067_d004025.wav|3|Like, I don't think anybody else could have got the enthusiasm out of those out|477990|482015|4.015
wavs/DG_Speaker_3_i071_d005025.wav|3|In America, they treat you first and foremost as a star and then as a child.|512720|517745|5.015
wavs/DG_Speaker_3_i072_d003051.wav|3|Whereas, actually, you should be treated as a kid first and then an actor second.|517794|520845|3.04
wavs/DG_Speaker_3_i074_d006225.wav|3|Not really because I hadn't I wasn't even then fully aware of the scale of the phenomena at all.|526180|532405|6.215
wavs/DG_Speaker_3_i075_d004970.wav|3|Mean, I I had the first two read to me by my dad who incidentally did a great basilisk voice.|532475|537445|4.96
wavs/DG_Speaker_3_i076_d005970.wav|3|My dad, uh, my, uh, I did actually, uh, suggest it to Chris Columbus, which my dad was completely mortified by.|542230|548200|5.96
wavs/DG_Speaker_3_i077_d011155.wav|3|But, no, I was I was, um, no, I don't think I could have ever had any and even now, I don't actually think I have an understanding of how far it reaches because it is a case of not being able to see the wood for the trees.|548190|559345|11.145
wavs/DG_Speaker_3_i078_d004410.wav|3|You know, it's it's I'm so much in the middle of it that I actually can't see how far out it stretches.|559430|563840|4.4
wavs/DG_Speaker_3_i086_d003505.wav|3|I'd rather be in my aircraft hanging out outside Leavesden with the rest of the crow, you know.|607885|611390|3.495
wavs/DG_Speaker_3_i089_d002250.wav|3|Because we because on Potter, it's a very insular world|624215|626465|2.24
wavs/DG_Speaker_3_i090_d002955.wav|3|So that you just basically you know, you go into work every day.|627655|630610|2.945
wavs/DG_Speaker_3_i091_d002270.wav|3|We are the only film at Leavesden.|632200|634470|2.26
wavs/DG_Speaker_3_i092_d003090.wav|3|So normally, you'd have interaction between different crews and things because if you're home|634520|637610|3.08
wavs/DG_Speaker_3_i093_d010555.wav|3|What was lovely for us was that from my point of view, and I speak for, I think, most of the set, in terms of your involvement, you you were around a lot at the beginning and early on and very, very involved.|644095|654650|10.545
wavs/DG_Speaker_3_i094_d004175.wav|3|And then as you kind of saw that we weren't going massively off|654640|658815|4.165
wavs/DG_Speaker_3_i105_d003915.wav|3|I mean, I do I do I do I do think that that that they kind of no.|724550|728465|3.905
wavs/DG_Speaker_3_i106_d005850.wav|3|But I do I do sometimes think that, you know, if we did make a 6 hour Harry Potter film, there would be|729735|735585|5.84
