filename|speaker|text|start_time|end_time|duration
wavs/DG_Speaker_1_i017_d002186.wav|1|All we can do it is Oh, oh, oh, oh.|84680|86866|2.176
wavs/DG_Speaker_1_i021_d002891.wav|1|New York always feels I mean, I'm still it's still home.|129390|132281|2.88
wavs/DG_Speaker_1_i022_d003725.wav|1|My brother lives here, um, cousins here.|133710|137435|3.715
wavs/DG_Speaker_1_i023_d003530.wav|1|It's it's, uh, um, some of my greatest teachers are here.|139645|143175|3.52
wavs/DG_Speaker_1_i024_d002650.wav|1|So, yeah, New York is definitely a home for me.|143165|145815|2.64
wavs/DG_Speaker_1_i028_d012185.wav|1|I taught some students at the Schomburg, yeah, for for a number of years, taught theater, taught really it was like African Studies during a program that they have on the weekends.|157935|170120|12.175
wavs/DG_Speaker_1_i029_d004190.wav|1|They meet every once in a while, they do stuff during the week, but mostly it's weekend.|170575|174765|4.18
wavs/DG_Speaker_1_i032_d003130.wav|1|Oh, I, you know, I was a struggling artist.|181940|185070|3.12
wavs/DG_Speaker_1_i033_d010645.wav|1|know, I The best way to put it is I was doing everything I could artistically to sort of stay in it, um, including music stuff.|185380|196025|10.635
wavs/DG_Speaker_1_i034_d016515.wav|1|You know, it was I was doing hip hop theater, um, you know, which is basically we would take the, you know, the the elements of hip hop and put it in a story so the the, um, the dialogue would sometimes be rhyming or you know, I wrote one script.|196750|213265|16.505
wavs/DG_Speaker_1_i035_d005216.wav|1|It was almost like you're looking at Shakespeare, but it's hip hop slang.|213255|218471|5.205
wavs/DG_Speaker_1_i037_d002730.wav|1|It was just the it was just the culture we were living in.|224195|226925|2.72
wavs/DG_Speaker_1_i038_d006806.wav|1|I think we, you know, we started doing it in DC when I was at Howard, and it just became a method of expression.|226915|233721|6.795
wavs/DG_Speaker_1_i039_d013946.wav|1|It was like an offshoot of the underground hip hop, um, you know, underground hip hop movement and the performance poetry movement slash the dance because we had b boys, we had DJs with, like, the orchestra.|233850|247796|13.935
wavs/DG_Speaker_1_i040_d002235.wav|1|It was a whole So just, like, using the vernacular of|247785|250020|2.225
wavs/DG_Speaker_1_i042_d002410.wav|1|It wasn't like, oh, let's make this cool for the kids.|254250|256660|2.4
wavs/DG_Speaker_1_i043_d003255.wav|1|It was it was just that was the way we we we told stories.|257130|260385|3.245
wavs/DG_Speaker_1_i044_d002511.wav|1|And then the the hip hop theater festival existed.|260515|263026|2.5
wavs/DG_Speaker_1_i045_d009650.wav|1|I haven't I haven't seen it in a couple of years, but it existed in in New York for years, various different types of performance, different ways of doing hip hop theater.|264995|274645|9.64
wavs/DG_Speaker_1_i046_d002730.wav|1|The the commercial version of what we were doing.|278315|281045|2.72
wavs/DG_Speaker_1_i047_d005735.wav|1|But, no, it's not not to take anything away from it, but it's it is literally like we were doing that way before.|286750|292485|5.725
wavs/DG_Speaker_1_i048_d003690.wav|1|I was doing every little reading that anybody anybody had.|299710|303400|3.68
wavs/DG_Speaker_1_i049_d002490.wav|1|So I just wanted to be in the mix and be an artist.|303390|305880|2.48
wavs/DG_Speaker_1_i050_d003710.wav|1|Well, I was to some degree, but I also was teaching at the Schauburg.|309585|313295|3.7
wavs/DG_Speaker_1_i051_d004305.wav|1|Everybody knows what that, like, teaching artist thing was but yeah it was a gradual thing.|315185|319490|4.295
wavs/DG_Speaker_1_i052_d011215.wav|1|I think when you walk that road and you're truly, um, you know, I have a lot of people that will tell me they wanna be actors.|319480|330695|11.205
wavs/DG_Speaker_1_i053_d008876.wav|1|And they're in LA or they're in, you know, Atlanta, you know, and they're like they're like, you know, how do you do it?|331305|340181|8.865
wavs/DG_Speaker_1_i054_d006735.wav|1|Like, you know and they have no idea, you know, because they think it's all about showing up in front of the camera.|340170|346905|6.725
wavs/DG_Speaker_1_i055_d005885.wav|1|They have no idea how many rooms I sat in with other performers, not just actors, performers.|347535|353420|5.875
wavs/DG_Speaker_1_i056_d002730.wav|1|And we just wanted to create, you know.|354190|356920|2.72
wavs/DG_Speaker_1_i057_d002090.wav|1|We weren't even thinking about what we're gonna get paid.|357150|359240|2.08
wavs/DG_Speaker_1_i058_d003950.wav|1|Um, and so I tell people it's just like it's you have to love what you do first.|361625|365575|3.94
wavs/DG_Speaker_1_i059_d002970.wav|1|And and, you know, all the other stuff will come.|366185|369155|2.96
wavs/DG_Speaker_1_i060_d009215.wav|1|I'm not saying don't be business minded, but, uh, you know, I can always tell whether somebody really loves it or they just they just want the the outcome.|369145|378360|9.205
wavs/DG_Speaker_1_i062_d002385.wav|1|I never I never did gigs or whatever.|385235|387620|2.375
wavs/DG_Speaker_1_i063_d002730.wav|1|I never I just did enough stuff that was|387770|390500|2.72
wavs/DG_Speaker_1_i064_d004225.wav|1|Well, it was it was like it was like, I I wanna stay in the midst of this.|392090|396315|4.215
wavs/DG_Speaker_1_i065_d003385.wav|1|If if I'm doing voiceovers I did a lot of voiceovers.|401504|404889|3.373
wavs/DG_Speaker_1_i066_d003407.wav|1|I I didn't really I didn't do, um, you know, on camera commercials|404878|408285|3.396
wavs/DG_Speaker_1_i067_d006103.wav|1|Um, because I was like, I don't really wanna I don't know if that's my you know, this is sort of an elitist feeling.|409002|415105|6.093
wavs/DG_Speaker_1_i068_d002975.wav|1|I just wanna be like that Robert De Niro type actor.|416535|419510|2.965
wavs/DG_Speaker_1_i070_d002890.wav|1|but I I I I did voice overs a lot, you know.|425515|428405|2.88
wavs/DG_Speaker_1_i071_d002090.wav|1|I did and that pay actually, that actually got|428395|430485|2.08
wavs/DG_Speaker_1_i074_d002411.wav|1|I even did I even did, um, an audio book.|461425|463836|2.4
wavs/DG_Speaker_1_i075_d002511.wav|1|I did a audio book that got nominated for a Grammy.|463825|466336|2.5
wavs/DG_Speaker_1_i080_d010906.wav|1|It was like I truth I truthfully was more interested at one point in time, I think, in writing and and, um, you know, I was reading books.|504670|515576|10.895
wavs/DG_Speaker_1_i081_d002170.wav|1|I didn't necessarily want it.|515565|517735|2.16
wavs/DG_Speaker_1_i082_d002287.wav|1|I was like, kinda crazy.|519164|521451|2.275
wavs/DG_Speaker_1_i085_d023215.wav|1|It it was I think that I think you can be it's weird to say this, but you can you can not define you know, I'm not saying that it was a good thing at all, uh, but you can exist in a place where you have a certain amount of, um, you have a certain amount of success amongst your peers.|535115|558330|23.205
wavs/DG_Speaker_1_i086_d010445.wav|1|You have a certain amount of success amongst amongst artists around you, and you view them as being as good as anybody that you see on TV.|558800|569245|10.435
wavs/DG_Speaker_1_i087_d004315.wav|1|I'm like, you know you know, I did anybody to mess with anybody from my clan.|572655|576970|4.305
wavs/DG_Speaker_1_i088_d017861.wav|1|And so, uh, you know, it's a thing of I remember there was a producer, Woody Kenny Junior, who I love, who is over at New Federal Theater, an off Broadway theater, and he kept telling me, man, you got to go out to LA, man.|581120|598981|17.85
wavs/DG_Speaker_1_i089_d002235.wav|1|He was pushing me to go out to the idea of one of his plays.|598970|601205|2.225
wavs/DG_Speaker_1_i090_d002811.wav|1|He said, we're gonna do the play out, and and I was like, nah.|601194|604005|2.8
wavs/DG_Speaker_1_i091_d005595.wav|1|I don't feel like so I had this sort of misconception about what it what Hollywood was.|605515|611110|5.585
wavs/DG_Speaker_1_i092_d010285.wav|1|And then I also had, at another point when I did wanna go, um, a set of agents who I think really didn't believe in me, and they kept saying, you're gonna go out there.|611580|621865|10.275
wavs/DG_Speaker_1_i093_d002866.wav|1|So they produced this sort of fear of what it was.|622814|625680|2.855
wavs/DG_Speaker_1_i094_d007075.wav|1|And I think sometimes you can be in in New York or Chicago or because Chicago is also a really good hub where you can do theater.|626070|633145|7.065
wavs/DG_Speaker_1_i095_d003150.wav|1|And and there's quite a bit of TV and film there too.|634175|637325|3.14
wavs/DG_Speaker_1_i096_d010816.wav|1|Um, but you can be in a certain hub and have, um, you know, a success or following and people know who you are, cast and directors know who you are.|638334|649150|10.805
wavs/DG_Speaker_1_i097_d009550.wav|1|But if if you don't go out to LA, you know, and you would get the whole scope of the thing, then you don't understand what you're actually missing.|649525|659075|9.54
