filename|speaker|text|start_time|end_time|duration
wavs/DG_Speaker_1_i007_d003870.wav|1|I guess I'll say I'm an entrepreneur, multimillionaire, all around nice guy.|49185|53055|3.86
wavs/DG_Speaker_1_i008_d002095.wav|1|So good good to see you, young lady.|56305|58400|2.085
wavs/DG_Speaker_1_i012_d002975.wav|1|I've seen you out in the Twitter space, like, taking over and flex on them.|72475|75450|2.965
wavs/DG_Speaker_1_i013_d003691.wav|1|Like, is Bitcoin gonna go up or down, da da da, and you do well, and you're you're growing and that kind of thing.|76879|80570|3.68
wavs/DG_Speaker_1_i016_d002090.wav|1|Don't let this the pretty face fool you.|95970|98060|2.08
wavs/DG_Speaker_1_i017_d003355.wav|1|She's out here to break my heart, hurt my feelings, so I gotta be careful here.|98050|101405|3.345
wavs/DG_Speaker_1_i021_d004670.wav|1|I'm not saying I couldn't have and and enjoy the company of a single female for attorney.|127620|132290|4.66
wavs/DG_Speaker_1_i022_d009885.wav|1|I'm saying my point is that, truthfully, if we remove all the garbage and the fairy tales, if men are true to their biology, no man is completely and utterly a one woman man.|132340|142225|9.875
wavs/DG_Speaker_1_i023_d010576.wav|1|There's a societal expectation which has been placed upon humanity, and then we have a biological and evolutionary imperative, and the male evolutionary imperative is not to have 1 female.|143094|153670|10.565
wavs/DG_Speaker_1_i024_d005850.wav|1|Now there are some dudes out there who are gonna disagree with me, but those are dudes, they got low testosterone, they're not a big g, they ain't got no money, they ain't nothing.|153905|159755|5.84
wavs/DG_Speaker_1_i025_d008655.wav|1|But any man who's actually in a position of status since the dawn of human time, every single king, every single sultan, all of them had more than one chick.|161380|170035|8.645
wavs/DG_Speaker_1_i026_d002170.wav|1|That's actually the natural human state.|170105|172275|2.16
wavs/DG_Speaker_1_i027_d006190.wav|1|So the point I was trying to make is even though I am a man of God and I try and keep myself close to Christ.|172265|178455|6.18
wavs/DG_Speaker_1_i028_d009616.wav|1|My point is any man who has the means to attract or solicit the company of more than 1 female likely will enjoy this the company of more than 1 female.|182510|192126|9.605
wavs/DG_Speaker_1_i033_d002010.wav|1|Women want love and they want attention and those kind of things.|223545|225555|2.0
wavs/DG_Speaker_1_i034_d012835.wav|1|And, yeah, I travel the world, but I really don't think that it's difficult to, uh, maintain a relationship purely based on if if if if the connection is true, then the physical presence doesn't have to be as prevalent.|225545|238380|12.825
wavs/DG_Speaker_1_i035_d003771.wav|1|There's lots of soldiers go to war, and they have a wife at home who who loves them for about But|240215|243986|3.76
wavs/DG_Speaker_1_i038_d002110.wav|1|I'm fighting a battle against the oppression of humankind.|255480|257590|2.1
wavs/DG_Speaker_1_i039_d004030.wav|1|the only person who didn't coward out at the beginning of this imaginary scandemic.|259985|264015|4.02
wavs/DG_Speaker_1_i040_d002811.wav|1|I'm out here literally resisting the enslavement of man.|264305|267116|2.8
wavs/DG_Speaker_1_i041_d004670.wav|1|I'm making money specifically so that I am, to a degree, at least, ungovernable.|270110|274780|4.66
wavs/DG_Speaker_1_i042_d004605.wav|1|I mean, if I had a female, if I did, because of course I don't because I'm a man of god blah blah blah.|291350|295955|4.595
wavs/DG_Speaker_1_i043_d004191.wav|1|If I had a female, she would have to be very understanding of the fact that I'm a man on a mission with a purpose.|295944|300135|4.18
wavs/DG_Speaker_1_i044_d004411.wav|1|And, you know, some there are some missions she'll be allowed to come with me on and some missions she can't come.|300349|304760|4.4
wavs/DG_Speaker_1_i045_d002190.wav|1|But, you know, but but otherwise, you gotta be careful.|312425|314615|2.18
wavs/DG_Speaker_1_i046_d003345.wav|1|And I don't wanna look like a misogynist as usual.|315865|319210|3.335
wavs/DG_Speaker_1_i048_d002991.wav|1|Like, if if you're a realist, then to some degree, you're gonna be a sexist.|334599|337590|2.98
wavs/DG_Speaker_1_i050_d004170.wav|1|So I I personally, I don't like traveling the world with women.|346495|350665|4.16
wavs/DG_Speaker_1_i051_d004276.wav|1|I think it's one of the most frustrating things a man can possibly do.|350655|354931|4.265
wavs/DG_Speaker_1_i052_d003770.wav|1|Imagine you had to travel around the world, and you had to take a 3 year old with you.|355960|359730|3.76
wavs/DG_Speaker_1_i053_d002275.wav|1|You'd You'd be like, and now you go, where's my 3 year old?|359720|361995|2.265
wavs/DG_Speaker_1_i054_d002010.wav|1|With a chick, it's all, oh, I need food.|378125|380135|2.0
wavs/DG_Speaker_1_i057_d014220.wav|1|Women have to be monitored and maintained and if if I'm gonna go Iraq, Afghanistan, all the places, I've not been to these places.|401325|415545|14.21
wavs/DG_Speaker_1_i058_d002590.wav|1|We we start running like a chikalal will be standing there.|418555|421145|2.58
wavs/DG_Speaker_1_i059_d007185.wav|1|I think that all men, in fact, I'd say the actual plague of Western nations today is that all men lack a natural masculine support network.|426860|434045|7.175
wavs/DG_Speaker_1_i060_d004391.wav|1|I think it's the fact that most men out here don't have a genuine masculine support network.|435714|440105|4.38
wavs/DG_Speaker_1_i061_d005390.wav|1|They don't have men around them that they can not so much confide in, but men hold other men accountable.|440095|445485|5.38
wavs/DG_Speaker_1_i062_d003790.wav|1|It's very easy to be brave when every man you talk to is brave.|445635|449425|3.78
wavs/DG_Speaker_1_i063_d002945.wav|1|And it's very hard to be brave if none of the men you speak to are brave.|449555|452500|2.935
wavs/DG_Speaker_1_i064_d004650.wav|1|Well, then I'd have to get a masculine support network outside of Tristan, which I've already done and created myself.|454250|458900|4.64
wavs/DG_Speaker_1_i065_d009705.wav|1|But, um, I don't think it would completely change who I am but, certainly, having my brother was important in my formative years because if somebody, like, didn't like me or something didn't like me, it didn't matter because me and my brother, we didn't care.|460245|469950|9.695
wavs/DG_Speaker_1_i069_d003210.wav|1|And I left when I was 9, and I grew up on a council estate in Lewton.|497645|500855|3.2
wavs/DG_Speaker_1_i071_d006575.wav|1|So I I left America when I was when I was around 9, and I lived in Luton until the age of 26 ish.|512615|519190|6.565
wavs/DG_Speaker_1_i072_d003455.wav|1|My my fight gym was there, and I was fighting from there before I finally managed to get out.|522620|526075|3.445
wavs/DG_Speaker_1_i073_d003530.wav|1|But I grew up in a council state in Luton, and I am so thankful for it.|526065|529595|3.52
wavs/DG_Speaker_1_i074_d005065.wav|1|The best possible thing that can happen to somebody is to be born broke and become rich.|529585|534650|5.055
