Content	Keywords
Michael Saylor: A History of His Relationship With BTC | CoinMarketCap Learn Topics CMC Updates Language Glossary Authors English Bahasa Indonesia Deutsch Español Português Brasil Tiếng Việt Türkçe Русский Українська ไทย Learn Blog CMC Research Crypto Basics How-to Guides Crypto News Tech Deep Dives Trading Analysis Topics Altcoins Bitcoin Blockchain DeFi Ethereum GameFi Metaverse NFTs Trading CMC Updates Announcements Feature Explorer Marketing Glossary Authors English Bahasa Indonesia Deutsch Español Português Brasil Tiếng Việt Türkçe Русский Українська ไทย Michael Saylor: A History of His Relationship With BTC Table of Contents Opening the Floodgates Buying Digital Gold A New Line of Business The Bitcoin Evangelist Skeletons in the Closet Crypto Basics Michael Saylor: A History of His Relationship With BTC By Leo Jakobson 7m 3yr ago This is the story of the man who became the first CEO of a publicly listed company to make a long-term investment in Bitcoin. Table of Contents Opening the Floodgates Buying Digital Gold A New Line of Business The Bitcoin Evangelist Skeletons in the Closet Last summer, no one in the crypto industry knew who Michael J	Michael Saylor, ETH, crypto, Bitcoin, tech, BTC, Ethereum, English, blockchain
Saylor was. Barely a year later, his words have serious weight — and the power to move Bitcoin’s price	price, Bitcoin
It all began on Aug. 11, 2020, when the MicroStrategy CEO announced that the Nasdaq-listed business intelligence firm was making a long-term investment of $250 million in Bitcoin 	Bitcoin, MicroStrategy
He described Bitcoin as a “dependable store of value and an attractive investment asset with more long-term appreciation potential than holding cash.” More than anything else, those four words — “dependable store of value” — are magic words on Wall Street. A store of value is an asset that will be worth the same or more over time, rather than depreciate — gold being the oldest and most reliable	Bitcoin, Wall Street
And with the U.S. Treasury printing trillions of dollars to pay for COVID-related stimulus spending, the dollar is looking mighty inflationary	U.S.
Saylor’s move was a first — the head of a mainstream public company calling Satoshi Nakamoto’s cryptocurrency a good long-term investment, and putting his corporate treasury where his mouth was. On Sept	crypto
15, Saylor doubled down, adding another $175 million to MicroStrategy’s balance sheet. That $425 million bought a total of 38,250 BTC	BTC, MicroStrategy
The company’s haul has since grown dramatically. The firm held 90,859 BTC as of Mar	BTC
1, which it purchased for about $2.2 billion. When Bitcoin hit a new all-time high of $61,683 later in the month, that investment was worth a jaw-dropping $5.6 billion	Bitcoin
MicroStrategy was sitting on paper profits of $3.4 billion — seven months after its audacious gamble. Aside from Bitcoin, the company’s annual revenue is strong… but it has declined slightly for seven consecutive years, coming in at $481 million for 2020	Bitcoin, MicroStrategy
MicroStrategy’s stock was trading at about $135 when Saylor announced the initial $250 million Bitcoin investment. The share price has surged since and hit record highs of $1,272 on Feb	price, Bitcoin, MicroStrategy
9, an 842% increase. Although MSTR has cooled since then, the current price of $631 is nothing to sniff at	MSTR, price
