Content	Keywords
I think, what's the word, fortune teller, right. And then she was like, yo, you know, read this.	CL207
And then the fortune teller was like, yo, you know, he, oh, actually something funny was like, first of all, he's like, this person is going to be a great writer. And I turned out to be a shit poster.	Crypto, CL207
And then he's like, yeah, maybe you can give him a cuter nickname or something. And then she just called me cat.	Crypto
Maybe the only con so far is like, I feel like a bunch of smaller accounts get intimidated or like think I'm like a trillionaire, which I'm not even close to. And then like think I'm some like, uh, I don't know.	CL207
I know he's definitely safe and legit. Maybe there is a bit of that, but overall, I think people generally are pretty happy to meet up.	DeFi
I got in 18 and then I thought I can just buy and hold and get rich. like Bitcoin from like 3K to 12K like in 2019.	Crypto
And then I was like still super forced. I was like, you know, I need some leverage, you know, like just maybe like just some, and then yeah, just got into trading.	Crypto, General
And then it became much more of like a kind of like a video game endeavor where it's like, I was way more fascinated than by fascinated by why price moved and like. figuring it out then thinking about like oh how much am I going to make on this trade I kind of just like had no idea until like sometimes like the trade kind of played out and I'm like.	General
and then I was very lucky to have like an actual fund pick me up for a few months where I trade a prop for them um but a traded discretionary uh. as a discretionary trader for them.	General
I logged in and had like a hundred Bitcoin in it on the max. Um, I did okay.	Crypto
And then I left, went solo. Uh, in, in 2020.	Crypto
Uh, it was about a month after. Yeah, actually, I didn't lose too much because I was like, yo, if I can trade on this account, I don't need to all in my own personal 5k net worth into whatever bullshit, right.	General
So I didn't really trade it. I just had some dust on FTX and Binance back then.	Crypto, General
So we did a lot of bullshit. Sometimes when Binance went down, we were like, can we shove Coinbase spot, say, market buy one clip.	Crypto, CL207, General
Shove market, see impact. Shove in different menus, see impact.	General
If we're leading the price on this venue, which other venue gets arped up first. It was very degenerate, but it's not quantitative because we don't have computational modeling of if we pump Coinbase versus pumping on Bitcoin on Binance, which.	Crypto
which one pumps harder, like, like we kind of have a sense of finance have way deeper liquidity or like we also have shoved on OKX by quality features. Like these were the biggest products by that back then.	General
And then OKX was like a great platform to. a shelf price back then because Huobi used to also be big and Huobi OKX and Binance was like very well arbed against each other.	Crypto
And then Coinbase Kraken was way more segregated because I feel like the people that are between Asia and China and US, they're uncertain of the stable price of Tether. So sometimes, even if it's like.	Crypto
tether is like 0.99. That's like a massive difference on like if you can rbic one or not, right.	Crypto
So while it was very degen and we tried to like nuke and like move the market on BitMEX and like all these platforms, we did end up getting a very clear sense of like how this market worked. So the fund did pretty well overall except in the crash where we actually did short.	CL207, General
The fund didn't do too well, but it did okay in Bitcoin terms. But eventually I left and yeah, just did my own thing.	Crypto
It was just completely, what do you call it. Like, if you come out of school, you have no job, and then you're just trading crypto with a few grand, you're fucked.	General, Education
I think I was just more a bit of luck and other people just being bad back then. I don't think it took that much to figure stuff out or even just to beat the market, right.	General
And I seem like half of the trading going on is just super gambling. So it wasn't too hard to.	General
like shine a bit like out of that pool of traders. Yeah, I had no logical like decision of like career big picture.	General
So when I did do trade, it was very much just scalp and like. Like intro days, intro weeks, like nothing, like I've never held a position for over a month, I don't think, except Doge, which I fumbled anyways.	Crypto, General
Oh my God. So me, Avi Feldman and a few friends, we had this whole thesis in like mid, late 2020.	DeFi
Well, late 2020 as in like right before the Doge pump we gave up, but we were like a significant chunk of like Doge. futures market where like the entire open interest is probably just us to be honest because like I know I personally held over 10% of the market on Doge and I also made sure to like long like exotic quarter lease contract where I don't do not have enough bid to get out after I buy right.	Crypto, General
so it played out well just not the trade um when we missed out i don't know we could have i think we collectively missed out on like a few hundred mil. Yeah, it's kind of ridiculous because at the top like Doge was trading like 200, 300 billion dollars a day like more than like national volume of entire like Korean won effects or some shit like, like, like if you held had $1 billion of Doge, I still find this fact ridiculous, right.	Crypto, General
You can sell 1 billion of nothing onto the market and no slippage. That's just insane.	DeFi, General
But yeah, if every altcoin has so much liquidity, something's wrong. Because at some point, well, I don't really.	Crypto
I can't say for every coming cycle. Maybe this shit is just the norm in the future.	CL207
But partly because this bottom so far we have had. Like we consolidate here for a year, right.	Crypto
And then you look at like app, like what I would consider absolute vaporware to have multi-billion market cap. And then that's apparently the Pico capitulation bottom, like what the fuck.	Crypto, General
Like that's our society is insane. Like, like, like it's just a collective, what, like collective, uh, like pursuit to buy a lottery tickets and degenerate trading.	General
Like, and that, that somehow just holds the market up. I mean, it kind of makes sense for the world to go in this direction.	General
So it kind of makes sense. And there is way less attractiveness to trading Bitcoin than alt.	Crypto, General
Just trading, yeah. Clearly, just trading.	CL207, General
I saw last cycle where it's very small, by the way. Where a lot of artists I knew and I've commissioned hundreds, they were very open to being paid in stable coins or Bitcoin or ETH.	Crypto, CL207
That was just way more, just yeah. And unironically, fees on a lot of these are actually cheaper than PayPal.	DeFi
So that's been good. So I mean, there is definitely value in just an asset being globally traded over like, yo, you gotta sign up and be a creditor investor to invest or trade or.	DeFi, General
So there is definitely a lot of value in just having this open participation. A lot of what we're gambling on, like 80% or more, like 95% is just like hog garbage.	DeFi
It is what it is, I guess. Yeah, let's say people that view it as a game, as not real, definitely have done well, but also.	DeFi
a lot of these have like lost at all just because like they don't feel like it's real and I used to be way more like that. but you know if you go outside and just like even buy anything like like like holy crap this is like a fraction of your slippage that's that's just really absurd right like you got to start de-risking at that point um I feel like.	DeFi
But prior to that, a lot of the trading I've done are on way more risk. A few grand.	General
Honestly, I don't know, but something I do realize is like, just like how intense the turnover rate is on Twitter in terms of both just people dying out and like alpha where it's like, I see a lot of people posting very valuable stuff that only have like few thousand followers or like 10,000, like, like relatively small, right. And then here I am kind of the contributing nothing.	Crypto
But like, maybe like three, four or five years ago, I had a bit more to say about like, you know, Bitcoin and DeFi and like buying like, buying Synthetix and Aave at pretty cheap. and then longing here and shooting their own youth.	Crypto, DeFi
You can definitely trade on centralized exchange on leverage. I would say it's definitely harder than 2019, 2018, that period.	Crypto, DeFi, General
But it's still definitely doable. I would say the main issues like Binance removing liquidation feeds, you don't see the clear picture of liquidation and open interest is delayed by a minute or something.	Crypto, DeFi, CL207, General
Every time we pump or nuke really fast, you're basically guessing if you should sell or not, or if you should buy or not, which can be deducted, but it's just less obvious, I guess. So it's definitely still tradable.	DeFi
off centralized exchanges, there's a lot of shit-coining going on where like, I feel like maybe like 20% win and like majority of people just either run into a rug or just like fumble or like just buy the wrong thing. But that game is also just like very complex where it's like, like sometimes when shit-coin really stands out, go from like zero market cap to like 100 mil and it's always pushed by like.	General
I can't think if the odds are better here compared to trading on leverage on centralized. There is a lot of this kind of stuff going on where I do see people make a lot of sums.	Crypto, General
If they have, if they have a high user base or like audience. It's a great, like both marketing, like it's just, it's a great Ponzi and marketing thing to have.	General
And I do think, yeah, probably more projects are doing it. I mean, they are, like you already see it.	CL207
And then something I learned from behavior psych is. We always need to have a reason for something, apparently.	Crypto, DeFi
Like yeah, there is real money. Like at some point it's like too cheap, but like obviously like, like if it's trading at like 1500, like it's, it's, it's pretty much like a game, right.	General
And then it's like, OK, are you really buying this for the tech. say something because that's socially acceptable to own an iPhone and socially acceptable to say why an iPhone is superior.	Crypto
In a sense, that gives valuation to these tokens. And attention is really important now because you could, quote unquote, have amazing tech.	Crypto
Or like we're getting more and more to that point. And then it's like, some people may be like, yo, some protocols actually make money, yo.	General
